WigleWifi-1.4,appRelease=2.26,model=ONEPLUS A3010,release=7.1.1,device=OnePlus3T,display=ONEPLUS A3010_28_171012,board=QC_Reference_Phone,brand=OnePlus
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-67,32.10432137,35.21125653,0,31.43598747253418,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-75,32.10432137,35.21125653,0,31.43598747253418,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-62,32.10432137,35.21125653,0,31.43598747253418,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-61,32.10432137,35.21125653,0,31.43598747253418,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-57,32.10432137,35.21125653,0,31.43598747253418,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-57,32.10432137,35.21125653,0,31.43598747253418,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-75,32.10432137,35.21125653,0,31.43598747253418,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-75,32.10432137,35.21125653,0,31.43598747253418,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],2017-11-01 16:13:22,1,-66,32.1045412,35.21113379,691,50.060997009277344,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],2017-11-01 16:13:22,36,-76,32.1045412,35.21113379,691,50.060997009277344,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],2017-11-01 16:13:22,11,-62,32.1045412,35.21113379,691,50.060997009277344,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],2017-11-01 16:13:22,44,-64,32.1045412,35.21113379,691,50.060997009277344,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],2017-11-01 16:13:22,36,-57,32.1045412,35.21113379,691,50.060997009277344,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],2017-11-01 16:13:22,6,-57,32.1045412,35.21113379,691,50.060997009277344,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],2017-11-01 16:13:22,1,-73,32.1045412,35.21113379,691,50.060997009277344,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],2017-11-01 16:13:22,36,-75,32.1045412,35.21113379,691,50.060997009277344,WIFI
42503_6701_4464089,Rami Levy,HSPA;il,2017-11-01 16:13:30,0,-85,32.10452582,35.21120879,691,74.33300018310547,GSM
1c:b9:c4:15:41:78,Ariel_University,[ESS],2017-11-01 16:14:13,11,-57,32.10438646,35.21146534,700,66.74800109863281,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-68,32.103637925,35.20906402500003,0,20.988805770874023,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-76,32.103637925,35.20906402500003,0,20.988805770874023,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-61,32.103637925,35.20906402500003,0,20.988805770874023,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-66,32.103637925,35.20906402500003,0,20.988805770874023,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-54,32.103637925,35.20906402500003,0,20.988805770874023,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-60,32.103637925,35.20906402500003,0,20.988805770874023,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-76,32.103637925,35.20906402500003,0,20.988805770874023,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-77,32.103637925,35.20906402500003,0,20.988805770874023,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-70,32.103800650000004,35.20958605000003,0,20.988805770874023,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-75,32.103800650000004,35.20958605000003,0,20.988805770874023,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-61,32.103800650000004,35.20958605000003,0,20.988805770874023,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-65,32.103800650000004,35.20958605000003,0,20.988805770874023,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-54,32.103800650000004,35.20958605000003,0,20.988805770874023,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-60,32.103800650000004,35.20958605000003,0,20.988805770874023,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-76,32.103800650000004,35.20958605000003,0,20.988805770874023,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-77,32.103800650000004,35.20958605000003,0,20.988805770874023,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-70,32.10383319500001,35.20969045500003,0,20.988805770874023,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-75,32.10383319500001,35.20969045500003,0,20.988805770874023,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-61,32.10383319500001,35.20969045500003,0,20.988805770874023,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-65,32.10383319500001,35.20969045500003,0,20.988805770874023,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-54,32.10383319500001,35.20969045500003,0,20.988805770874023,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-60,32.10383319500001,35.20969045500003,0,20.988805770874023,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-76,32.10383319500001,35.20969045500003,0,20.988805770874023,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-77,32.10383319500001,35.20969045500003,0,20.988805770874023,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-70,32.10393083,35.21000367000002,0,20.988805770874023,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-75,32.10393083,35.21000367000002,0,20.988805770874023,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-61,32.10393083,35.21000367000002,0,20.988805770874023,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-65,32.10393083,35.21000367000002,0,20.988805770874023,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-54,32.10393083,35.21000367000002,0,20.988805770874023,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-60,32.10393083,35.21000367000002,0,20.988805770874023,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-76,32.10393083,35.21000367000002,0,20.988805770874023,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-77,32.10393083,35.21000367000002,0,20.988805770874023,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-70,32.104028465,35.21031688500001,0,20.988805770874023,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-75,32.104028465,35.21031688500001,0,20.988805770874023,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-61,32.104028465,35.21031688500001,0,20.988805770874023,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-65,32.104028465,35.21031688500001,0,20.988805770874023,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-54,32.104028465,35.21031688500001,0,20.988805770874023,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-60,32.104028465,35.21031688500001,0,20.988805770874023,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-76,32.104028465,35.21031688500001,0,20.988805770874023,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-77,32.104028465,35.21031688500001,0,20.988805770874023,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-73,32.104223735000005,35.21094331500001,0,20.988805770874023,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-77,32.104223735000005,35.21094331500001,0,20.988805770874023,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-57,32.104223735000005,35.21094331500001,0,20.988805770874023,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-68,32.104223735000005,35.21094331500001,0,20.988805770874023,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-54,32.104223735000005,35.21094331500001,0,20.988805770874023,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-56,32.104223735000005,35.21094331500001,0,20.988805770874023,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-73,32.104223735000005,35.21094331500001,0,20.988805770874023,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-77,32.104223735000005,35.21094331500001,0,20.988805770874023,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-73,32.10432137,35.21125653,0,20.988805770874023,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-77,32.10432137,35.21125653,0,20.988805770874023,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-57,32.10432137,35.21125653,0,20.988805770874023,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-68,32.10432137,35.21125653,0,20.988805770874023,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-54,32.10432137,35.21125653,0,20.988805770874023,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-56,32.10432137,35.21125653,0,20.988805770874023,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-73,32.10432137,35.21125653,0,20.988805770874023,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-77,32.10432137,35.21125653,0,20.988805770874023,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],2017-11-01 16:14:13,1,-73,32.10438646,35.21146534,700,66.74800109863281,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],2017-11-01 16:14:13,36,-77,32.10438646,35.21146534,700,66.74800109863281,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],2017-11-01 16:14:13,11,-57,32.10438646,35.21146534,700,66.74800109863281,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],2017-11-01 16:14:13,44,-68,32.10438646,35.21146534,700,66.74800109863281,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],2017-11-01 16:14:13,36,-54,32.10438646,35.21146534,700,66.74800109863281,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],2017-11-01 16:14:13,6,-56,32.10438646,35.21146534,700,66.74800109863281,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],2017-11-01 16:14:13,1,-73,32.10438646,35.21146534,700,66.74800109863281,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],2017-11-01 16:14:13,36,-77,32.10438646,35.21146534,700,66.74800109863281,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-72,32.10744779000007,35.20422608999998,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-78,32.10744779000007,35.20422608999998,0,41.5933723449707,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-57,32.10744779000007,35.20422608999998,0,41.5933723449707,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-63,32.10744779000007,35.20422608999998,0,41.5933723449707,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-59,32.10744779000007,35.20422608999998,0,41.5933723449707,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-57,32.10744779000007,35.20422608999998,0,41.5933723449707,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-75,32.10744779000007,35.20422608999998,0,41.5933723449707,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-79,32.10744779000007,35.20422608999998,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-72,32.10718725500007,35.20481195999998,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-78,32.10718725500007,35.20481195999998,0,41.5933723449707,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-57,32.10718725500007,35.20481195999998,0,41.5933723449707,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-63,32.10718725500007,35.20481195999998,0,41.5933723449707,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-59,32.10718725500007,35.20481195999998,0,41.5933723449707,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-57,32.10718725500007,35.20481195999998,0,41.5933723449707,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-75,32.10718725500007,35.20481195999998,0,41.5933723449707,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-79,32.10718725500007,35.20481195999998,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.10675303000006,35.20578840999998,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-78,32.10675303000006,35.20578840999998,0,41.5933723449707,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-61,32.10675303000006,35.20578840999998,0,41.5933723449707,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-63,32.10675303000006,35.20578840999998,0,41.5933723449707,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-59,32.10675303000006,35.20578840999998,0,41.5933723449707,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-58,32.10675303000006,35.20578840999998,0,41.5933723449707,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-75,32.10675303000006,35.20578840999998,0,41.5933723449707,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-79,32.10675303000006,35.20578840999998,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.10666618500005,35.20598369999998,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-78,32.10666618500005,35.20598369999998,0,41.5933723449707,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-61,32.10666618500005,35.20598369999998,0,41.5933723449707,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-63,32.10666618500005,35.20598369999998,0,41.5933723449707,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-59,32.10666618500005,35.20598369999998,0,41.5933723449707,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-58,32.10666618500005,35.20598369999998,0,41.5933723449707,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-75,32.10666618500005,35.20598369999998,0,41.5933723449707,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-79,32.10666618500005,35.20598369999998,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.10640565000005,35.206569569999985,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-78,32.10640565000005,35.206569569999985,0,41.5933723449707,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-61,32.10640565000005,35.206569569999985,0,41.5933723449707,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-63,32.10640565000005,35.206569569999985,0,41.5933723449707,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-59,32.10640565000005,35.206569569999985,0,41.5933723449707,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-58,32.10640565000005,35.206569569999985,0,41.5933723449707,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-75,32.10640565000005,35.206569569999985,0,41.5933723449707,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-79,32.10640565000005,35.206569569999985,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.10614511500005,35.20715543999999,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-78,32.10614511500005,35.20715543999999,0,41.5933723449707,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-61,32.10614511500005,35.20715543999999,0,41.5933723449707,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-63,32.10614511500005,35.20715543999999,0,41.5933723449707,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-59,32.10614511500005,35.20715543999999,0,41.5933723449707,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-58,32.10614511500005,35.20715543999999,0,41.5933723449707,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-75,32.10614511500005,35.20715543999999,0,41.5933723449707,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-79,32.10614511500005,35.20715543999999,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.10562404500003,35.20832717999999,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-78,32.10562404500003,35.20832717999999,0,41.5933723449707,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-60,32.10562404500003,35.20832717999999,0,41.5933723449707,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-63,32.10562404500003,35.20832717999999,0,41.5933723449707,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-59,32.10562404500003,35.20832717999999,0,41.5933723449707,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-58,32.10562404500003,35.20832717999999,0,41.5933723449707,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-75,32.10562404500003,35.20832717999999,0,41.5933723449707,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-79,32.10562404500003,35.20832717999999,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.105363510000025,35.20891304999999,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-78,32.105363510000025,35.20891304999999,0,41.5933723449707,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-60,32.105363510000025,35.20891304999999,0,41.5933723449707,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-63,32.105363510000025,35.20891304999999,0,41.5933723449707,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-59,32.105363510000025,35.20891304999999,0,41.5933723449707,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-58,32.105363510000025,35.20891304999999,0,41.5933723449707,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-75,32.105363510000025,35.20891304999999,0,41.5933723449707,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-79,32.105363510000025,35.20891304999999,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.10510297500002,35.209498919999994,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-78,32.10510297500002,35.209498919999994,0,41.5933723449707,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-60,32.10510297500002,35.209498919999994,0,41.5933723449707,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-63,32.10510297500002,35.209498919999994,0,41.5933723449707,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-59,32.10510297500002,35.209498919999994,0,41.5933723449707,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-58,32.10510297500002,35.209498919999994,0,41.5933723449707,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-75,32.10510297500002,35.209498919999994,0,41.5933723449707,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-79,32.10510297500002,35.209498919999994,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-75,32.104581905,35.21067066,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-76,32.104581905,35.21067066,0,41.5933723449707,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-57,32.104581905,35.21067066,0,41.5933723449707,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-66,32.104581905,35.21067066,0,41.5933723449707,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-59,32.104581905,35.21067066,0,41.5933723449707,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-58,32.104581905,35.21067066,0,41.5933723449707,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-70,32.104581905,35.21067066,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-75,32.10432137,35.21125653,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-76,32.10432137,35.21125653,0,41.5933723449707,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-57,32.10432137,35.21125653,0,41.5933723449707,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-66,32.10432137,35.21125653,0,41.5933723449707,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-59,32.10432137,35.21125653,0,41.5933723449707,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-58,32.10432137,35.21125653,0,41.5933723449707,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-70,32.10432137,35.21125653,0,41.5933723449707,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],2017-11-01 16:15:21,1,-75,32.10414768,35.21164711,704,69.78199768066406,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],2017-11-01 16:15:21,36,-76,32.10414768,35.21164711,704,69.78199768066406,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],2017-11-01 16:15:21,11,-57,32.10414768,35.21164711,704,69.78199768066406,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],2017-11-01 16:15:21,44,-66,32.10414768,35.21164711,704,69.78199768066406,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],2017-11-01 16:15:21,36,-59,32.10414768,35.21164711,704,69.78199768066406,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],2017-11-01 16:15:21,6,-58,32.10414768,35.21164711,704,69.78199768066406,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],2017-11-01 16:15:21,1,-70,32.10414768,35.21164711,704,69.78199768066406,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],2017-11-01 16:15:25,1,-67,32.10423892,35.2115773,706,71.29899597167969,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],2017-11-01 16:15:48,36,-77,32.10427058,35.21137715,703,63.71399688720703,WIFI
